3308,2020-12-16 00:01:32.258558+00,2020-12-16 00:01:32.258571+00,,0,KABUPATEN MAGELANG,,,33,
3309,2020-12-16 00:01:32.260671+00,2020-12-16 00:01:32.260684+00,,0,KABUPATEN BOYOLALI,,,33,
3310,2020-12-16 00:01:32.262707+00,2020-12-16 00:01:32.26272+00,,10,KABUPATEN KLATEN,,,33,
3311,2020-12-16 00:01:32.264765+00,2020-12-16 00:01:32.264778+00,,0,KABUPATEN SUKOHARJO,,,33,
3312,2020-12-16 00:01:32.26687+00,2020-12-16 00:01:32.266884+00,,0,KABUPATEN WONOGIRI,,,33,
3313,2020-12-16 00:01:32.268656+00,2020-12-16 00:01:32.268668+00,,0,KABUPATEN KARANGANYAR,,,33,
3314,2020-12-16 00:01:32.270331+00,2020-12-16 00:01:32.270342+00,,0,KABUPATEN SRAGEN,,,33,
3315,2020-12-16 00:01:32.272029+00,2020-12-16 00:01:32.27204+00,,0,KABUPATEN GROBOGAN,,,33,
3316,2020-12-16 00:01:32.273765+00,2020-12-16 00:01:32.273778+00,,0,KABUPATEN BLORA,,,33,
3317,2020-12-16 00:01:32.275891+00,2020-12-16 00:01:32.275908+00,,0,KABUPATEN REMBANG,,,33,
3318,2020-12-16 00:01:32.278042+00,2020-12-16 00:01:32.278061+00,,0,KABUPATEN PATI,,,33,
3319,2020-12-16 00:01:32.280316+00,2020-12-16 00:01:32.280332+00,,0,KABUPATEN KUDUS,,,33,
3320,2020-12-16 00:01:32.282583+00,2020-12-16 00:01:32.282597+00,,0,KABUPATEN JEPARA,,,33,
3321,2020-12-16 00:01:32.284698+00,2020-12-16 00:01:32.284713+00,,0,KABUPATEN DEMAK,,,33,
3322,2020-12-16 00:01:32.286829+00,2020-12-16 00:01:32.286843+00,,0,KABUPATEN SEMARANG,,,33,
3323,2020-12-16 00:01:32.288928+00,2020-12-16 00:01:32.288942+00,,0,KABUPATEN TEMANGGUNG,,,33,
3324,2020-12-16 00:01:32.290904+00,2020-12-16 00:01:32.290918+00,,0,KABUPATEN KENDAL,,,33,
3325,2020-12-16 00:01:32.292657+00,2020-12-16 00:01:32.29267+00,,0,KABUPATEN BATANG,,,33,
3326,2020-12-16 00:01:32.294613+00,2020-12-16 00:01:32.294625+00,,0,KABUPATEN PEKALONGAN,,,33,
3327,2020-12-16 00:01:32.296613+00,2020-12-16 00:01:32.296625+00,,0,KABUPATEN PEMALANG,,,33,
3328,2020-12-16 00:01:32.298646+00,2020-12-16 00:01:32.298658+00,,0,KABUPATEN TEGAL,,,33,
3329,2020-12-16 00:01:32.300637+00,2020-12-16 00:01:32.30065+00,,0,KABUPATEN BREBES,,,33,
3371,2020-12-16 00:01:32.302612+00,2020-12-16 00:01:32.302625+00,,0,KOTA MAGELANG,,,33,
3372,2020-12-16 00:01:32.305059+00,2020-12-16 00:01:32.305074+00,,0,KOTA SURAKARTA,,,33,
3373,2020-12-16 00:01:32.307832+00,2020-12-16 00:01:32.307848+00,,0,KOTA SALATIGA,,,33,
3374,2020-12-16 00:01:32.310761+00,2020-12-16 00:01:32.310775+00,,0,KOTA SEMARANG,,,33,
3375,2020-12-16 00:01:32.313653+00,2020-12-16 00:01:32.313668+00,,0,KOTA PEKALONGAN,,,33,
